Provinsi,Kategori,Nama Usaha,Alamat Usaha,Nomor Telepon,Email,Website
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD SANJIWANI GIANYAR,"JL CIUNG WENARA NO 2, GIANYAR, KEC. GIANYAR 80511",0361-943049,sanjiwanigianyar@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT GANESHA,"JL RAYA CELUK, BATUBULAN, KEC. SUKAWATI 80582",0361-298233; 0361-291237,ganeshahospital@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,TOYA MEDIKA CLINIK,"BD PENGOSEKAN KAJA, MAS, KEC. UBUD 80571",0361-978078; 0361-971264,toyamedika@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,UBUD HEALTH CARE,"JL SUKMA NO 37 BD TEBESAYA, PELIATAN, KEC. UBUD 80571",082188226479,info@ubudcare.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,UPT KESMAS TAMPAKSIRING II,"BD PEDAPDAPAN, PEJENG, KEC. TAMPAKSIRING 80552",0361-981847,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,YAYASAN BUMI SEHAT,"JL NYUH KUNING BD NYUH KUNING, MAS, KEC. UBUD 80571",0361-970002,info@bumisehatbali.org,www.bumisehatbali.org
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BINTANG,"JL NGURAH RAI NO 1O, SEMARAPURA TENGAH, KEC. KLUNGKUNG 80711",0366-25241,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU KLUNGKUNG,"J L FLAMBOYAN NO 40, SEMARAPURA KAUH, KEC. KLUNGKUNG 80713",0366-21172; 0366-21371,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU PERMATA HATI,"JL KECUBUNG NO 22, SEMARAPURA KELOD, KEC. KLUNGKUNG 80714",081338798793,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,R SUD BANGLI,"JL BRIGJEN NGR RAI, KAWAN, KEC. BANGLI 80613",0366-91521,rmbangli@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS JIWA BANGLI,"JL KUSUMA YUDHA NO. 29, KAWAN, KEC. BANGLI",0366-91008; 0366-92753,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BMC,"JL GIRI KUTRI LC AYA BANGLI, KAWAN, KEC. BANGLI 80613",0366-93444,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KARANGASEM,"JL NGURAH RAI, KARANGASEM, KEC. KARANGASEM 80811",0363-21470,rsud_karangasem@yahoo.co.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BALI MED,"JL NENAS KECICANG, BUNGAYA KANGIN, KEC. BEBANDEM 80861",0363-4301618; 0363-4301537,rs.balimedkarangasem@yahoo.com,www.balimedkarangasem.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PENGOBATAN ALTERNATIF (RUSLAN YUSA),"BD PANCORAN, PANJI ANOM, KEC. SUKASADA 81161",081903011971,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK BIDAN SUMIARDI,"JL NURI NO 4 SINGARAJA, KALIUNTU, KEC. BULELENG",0362-22213,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER UMUM,"JL R SUPRAPTO NO 32 SERIRIT/RW. 02, SERIRIT, KEC. SERIRIT 81153",08123970885,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRODIA WIDIA HUSADA, PT","JL NGURAH RAI 67D SINGARAJA, BANJAR JAWA, KEC. BULELENG 81113",0362-24516,singaraja@prodia.co.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU KARYA DHARMA HUSADA,"JL YUDITIRA NO 7 SINGARAJA, KENDRAN, KEC. BULELENG 81112",0362-21890; 0362-24356,rsu_singaraja@yahoo.co.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU KERTHA USADA,"JL CENDRAWASIH NO 57/RW. 1, KALIUNTU, KEC. BULELENG 81116 info@kerthausada",087762236322,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU SANTHI GRAHA,"DSN TAMAN SARI, SULANYAH, KEC. SERIRIT 81153",0362-94554,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KAB. BULELENG,"JL NGURAH RAI 30, KENDRAN, KEC. BULELENG",0362-22046; 0362-29629,rsud_buleleng@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT TINGKAT 4 SINGARAJA,"JL NGURAH RAI 70 SINGARAJA, BANJAR JAWA, KEC. BULELENG 81113",0362-21921,rst.singaraja@gmali.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM PARAMA SIDHI SINGARAJA,"JL AHMAD YANI NO IA BAKTI SERAGA SINGAHAJA, BAKTISERAGA, KEC. BULELENG 81119",0362-2978772242 Ext: 6,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"ANUGERAH DAMAI SEJAHTERA, PT","JL TK BARITO NO 14B, PANJER, KEC. DENPASAR SELATAN 80225",0361-8437717; 0361-8497715,purimedikabali@gmail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,APOTEK KASIH MEDIKA,"JL DIPONEGORO NO 110 PERTOKOAN DIPONEGORO INDAH B-4, DAUH PURI, KEC. DENPASAR BARAT 80113",0361-227813,kashmedika02@gmail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,ASISSTAMA INDONESIA,"JL ANYRLIR NO 8, SUMERTA, KEC. DENPASAR TIMUR 80235",0361-242873,service@221assit.com,www.221assit.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"BALI SANO UTAMA, PT","JL TEUKU UMAR BARAT NO 170, PADANGSAMBIAN KLOD, KEC. DENPASAR BARAT 80117",0361-8478240,info@sanoclinicbali.com,www.sandclinicbali.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"BILLORDH MEDICA, CV","JL PULAU BUNGIN GG DAMAI NO 7, PEDUNGAN, KEC. DENPASAR SELATAN yahoo.com",081236266499 Ext: 80222,madeseputrayasa@yahoo.co.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,HAUSOFROOMNJOBALI,"JL TUNJUNG SARI NO 19 GATOT SUBROTO TIMUR , KESIMAN KERTALANGU, KEC. DENPASAR TIMUR 80237",085822221313,momnjobali@gmail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"INSPIRASIA BALI, PT","JL BAKUNG N019, KESIMAN KERTALANGU, KEC. DENPASAR TIMUR 80237",0361-464537,siska@annikalindencentre.org,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK BINA USADA,"JL GATSU BARAT NO 455X, PADANGSAMBIAN KAJA, KEC. DENPASAR BARAT 80117",0361-427504,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK DHARMA SIDHI,"JL SERMA KAWI, DAUH PURI KLOD, KEC. DENPASAR BARAT 80114",,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK GIGI DENTES,"JL IMAM BONJOL NO 338, PEMECUTAN KLOD, KEC. DENPASAR BARAT 80119",0361-499141,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK NGURAH MEDIKAL CENTER,"JL KEBO IWA BR TEGALLINGGAH NO 9X, PADANGSAMBIAN KAJA, KEC. DENPASAR BARAT 80117",0361-415024,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MERDEKA MEDICAL CENTER,"JL MERDEKA 8 NO 2, SUMERTA KELOD, KEC. DENPASAR TIMUR 80239",0361-233790,rsmmc@ymail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,MITRA USADA,"JL PULAU GALANG 45, PEMOGAN, KEC. DENPASAR SELATAN 80221",085107232828,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,NATASHA SKIN KLINIK CENTER,"JL RAYA PUPUTAN NO 120, SUMERTA KELOD, KEC. DENPASAR TIMUR 80235",0361-221446,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,NIKKI DIAGNOSTIC CENTER,"JL GATOT SUBROTO 2 NO 5, DANGIN PURI KAJA, KEC. DENPASAR UTARA 80231",0361-425333; 0361-430236,admin@ndc.co.id,www.ndc.co.id
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PADMA BAHTERA MEDIKA, PT","JL HAYAM WURUK 240, SUMERTA KELOD, KEC. DENPASAR TIMUR 80239",0361-246702,,www.pbcgroup.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRAKTEK DOKTER GIGI,"JL RAYA SESETAN NO 473, SESETAN, KEC. DENPASAR SELATAN 80223",0361-228531,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRAKTEK DOKTER SPESIALIS MATA, PT","JL GATSU BARAT NO 101 X, UBUNG, KEC. DENPASAR UTARA 80116",0361-410764,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PURI RAHARJA, PT","JL WR SUPRATMAN NO 1 4, DANGIN PURI KANGIN, KEC. DENPASAR UTARA 80253",0361-222013; 0361-242537,puriraharja@yahoo.co.id,www.puriraharjahospital.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,QUANTUM KLINIK,"JL RAYA SESETAN NO 20, SESETAN, KEC. DENPASAR SELATAN",0361-228835; 0361-245274,quantumsaranamed@gmail.com,www.quantumsaranamedika.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS BALI MEDISTRA,"JL MAHENDRADATA NO 57X, PADANGSAMBIAN, KEC. DENPASAR BARAT 80117",,balimedhospital@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS INDERA PROPINSI BALI,"JL MARUTI 10, PEMECUTAN KAJA, KEC. DENPASAR UTARA 80118",0361-416082; 0361-422767,rsindera@baliprov.go.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSAD,"JL SUDIRMAN NO 1, DAUH PURI, KEC. DENPASAR BARAT 80113",0361-228061; 0361-246356,rumahsakitudayana@yahoo.co.id,www.rumahsakitudayana.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA HARAPAN BUNDA,"JL TUKAD UNDA NO 1, SUMERTA KELOD, KEC. DENPASAR TIMUR 80235",0361-265532,rsia.harapanbunda@gmail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA PUCUK PERMATA HATI,"JL TEUKU UMAR BARAT, PADANGSAMBIAN KLOD, KEC. DENPASAR BARAT 80117",0361-490655,rsiapucukpermatahati@gmail.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU BALL ROYAL BROS,"JL KAPTEN TANTULAR NO.6, DANGIN PURI KLOD, KEC. DENPASAR TIMUR 80234",0361-222588,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU DHARMA YADNYA,"JL WR SUPRATMAN NO 256 , KESIMAN KERTALANGU, KEC. DENPASAR TIMUR 80237",0361-462629; 0361-464526,rsu_dharmayadnya@yahoo.co.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU PRIMA MEDIKA,"JL RAYA SESETAN, DAUH PURI KLOD, KEC. DENPASAR BARAT 80114",0361-236225; 0361-236203,,www.primamedik.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU SURYA HUSADA,"JL COKROAMINOTO NO 256, UBUNG KAJA, KEC. DENPASAR UTARA 80116",0361-425744; 0361-430557,info@suryahusada.com,www.suryahusada.co.id
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD WANGAYA,"JL KARTINI NO.133, DAUH PURI KAJA, KEC. DENPASAR UTARA 80111",0361-222141; 0361-224114,rsudwangaya@denpasar.go.id,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUP SANGLAH DENPASAR,"JL DIPONEGORO, DAUH PURI KLOD, KEC. DENPASAR BARAT 80114",0361-227911; 0361-224206,info@sanglahhospitalbali.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BHAYANGKARA,"JL TRIJATA NO 32, DANGIN PURI KANGIN, KEC. DENPASAR UTARA 80233 rsbhayangkara.com",0361-222908,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KASIH IBU,"JL TEUKU UMAR NO 120, DAUH PURI KAUH, KEC. DENPASAR BARAT 80113 care@kasihibuhospital-com",0361-3003030; 0361-223850,,www.kasihibu.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MANUABA DAN POLIKLINIK,"JL COKROAMINOTO NO 28, PEMECUTAN KAJA, KEC. DENPASAR UTARA 80118",085100463503,,www.rsumanuaba.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PANTI RAHAYU,"JL GN SEMERU NO 8, PEMECUTAN, KEC. DENPASAR BARAT 80119",,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT PURI BUNDA,"JL GATOT SUBROTO 6 NO 19, DANGIN PURI KAJA, KEC. DENPASAR UTARA 80231",0361-437999,inpo@puribunda.com,www.puribunda.com
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT SURYA HUSADA,"JL PULAU SERANGAN NO 2, DAUH PURI KLOD, KEC. DENPASAR BARAT",0361-233787,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT UMUM BHAKTI RAHAYU,"JL GATOT SUBROTO 2 NO 11, DANGIN PURI KAJA, KEC. DENPASAR UTARA 80231",0361-430270,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SAHID MEDICA BALI,"PADANG INDAH IV/12A, PADANGSAMBIAN KLOD, KEC. DENPASAR BARAT 80117",08123680666,syahid_bali@yahoo.com,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,SOS MEDIKA,"JL BYPASS NGURAH RAI NO 505X , PEMOGAN, KEC. DENPASAR SELATAN 80221",0361-710505,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"SUNANCON MAKMUR PERKASA, PT","JL COKROAMINOTO NO 43 E, PEMECUTAN KAJA, KEC. DENPASAR UTARA 80118",0361-410760,,
BALI,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"SURYA HUSADA, PT","JL PULAU SERANGAN NO 7, DAUH PURI KLOD, KEC. DENPASAR BARAT 80114 suryahusada.com",0361-4723414; 0361-4723418,infn@suryphusa.hialon,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD PATUH PATUT PATJU,"JL HAJI LALU ANGRATBA GERUNG, GERUNG UTARA, KEC. GERUNG 83363",0370-6813216815 Ext: 61,rsud@lombokbaratkab.go.id,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK CAHAYA MEDIKA,"JL GAJAH MADA. LINGKUNGAN WAKAN, LENENG, KEC. PRAYA",0370-654448,klinikcahayamedika488@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK MMC MUJUR,"JL MUJUR JANEPRIA, MUJUR, KEC. PRAYA TIMUR 83581",,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRAYA MEDICAL PRATAMA, PT","LINGKUNGAN LENENG RT. 05, LENENG, KEC. PRAYA 83515",087877536735,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSI YATOFA,"BODAK MONTONG TEREP PRAYA, MONTONG TEREP, KEC. PRAYA 83511 rsiyatofa.com",0370-654865,rsiyatofa@gmail.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD PRAYA,"JL H LALU HASYIM RT. 10, TIWUGALIH, KEC. PRAYA 83511 rsudpraya@outlock",0370-6635050; 0370-6610555,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"RISA PERMATA INDAH, PT","JL PEJANGGIK NO. 78A SELONG LOMBOK TIMUR RT. 1, RAKAM, KEC. SELONG 83600",0376-23888; 0376-23999,rumahsakitrisasentramedikalotim@yahoo.co.id,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSU DR R SOEDJONO SELONG,"JL PROF M YAMIN NO 55 RT. 6, MAJIDI, KEC. SELONG 83612",0376-21415,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM NAMIRA,"JL KH AHMAD DAHLAN DAYAN MASJID DUA RT. 02, MAJIDI, KEC. SELONG 83612",0376-21004; 0376-22693,namira_klinik@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD SUMBAWA,"JL GARUDA NOMOR 5 RT. 03/RW. 08, BRANG BIJI, KEC. SUMBAWA 84318",0371-21929,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUP MANAMBAI ABDULKADIR,"JL LINTAS SUMBAWA BIMA KM 3 RT. 05/RW. 03, SAMAPUIN, KEC. SUMBAWA 84316",082236878622,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD DOMPU,"LINGKUNGAN SALAMA RT. 08/RW. 04, BADA, KEC. DOMPU 84211",087766608550,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD ASY SYIFA,"JL LANG SESAT TALIWANG RT. 04/RW. 05, DALAM, KEC. TALIWANG 84355",0372-8281057,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PUSKESMAS TANJUNG,"LENDANG GALUH RT. 01, SOKONG, KEC. TANJUNG 83352",,pkmtanjungklu@gmail.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KABUPATEN LOMBOK UTARA,"JL RAYA TANJUNG BAYAN KEL TANJUNG RT. 01, TANJUNG, KEC. TANJUNG 83352 rsud.lombokutarakab.go.id",0370-6123010,rsudklu@gmail.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,221 ASSIST,"HOTEL LOMBOK RAYA, JL PANCA USAHA RT. 03, CILINAYA, KEC. CAKRANEGARA 83231",,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BALAI LABORATORIUM KESEHATAN MASMRAKAT PULAU LOMBOK,"JL ISMAIL MARZUKI RT. 5, CILINAYA, KEC. CAKRANEGARA 83231",0370-632163,blkm.plombok@yahoo.co.id,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,BKMM,"JL SELAPARANG NO 40A RT. 02, MAYURA, KEC. CAKRANEGARA 83238",0370-629388; 0370-642016,bkkm_ntb@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,JASA LAYANAN KESEHATAN (MCC),"JL ANAK AGUNG GDENGUR AH NO 1 KARANG KELEBUT RT. 01, CAKRANEGARA SELATAN, KEC. CAKRANEGARA 83234",0818369762,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KLINIK ALUMNI AGUNG, PT","JL BUNG KARNO NO 2 RT. 05, MATARAM TIMUR, KEC. MATARAM",0370-633523,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK BERSALIN TRESNA,"JL BUNGKARNO NO 28 RT. 07/RW. 59, MATARAM TIMUR, KEC. MATARAM 83127",0370-632400,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK CATUR WARGA,"JL CATUR WARGA NO 4 RT. 06, PEJANGGIK, KEC. MATARAM 83121",0370-635588,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"KLINIK MATA LOMBOK, PT","JL BUNG HATTA PENGEMPEL RT. 01, PEJANGGIK, KEC. MATARAM 83121",0370-649333; 0370-649345,klinikmatalombok@yahoo.co.id,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK SAHABAT RISA,"JL SRIWIJAYA NO 212, PAGESANGAN TIMUR, KEC. MATARAM",0370-626359; 0370-625569,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,KLINIK UTAMA NUGRAHA,"JL PANDAWA KARANG BANG BANG RT. 01, CILINAYA, KEC. CAKRANEGARA 83231",087865573444,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,"PRODIA WIDYA HUSADA CABANG MATARAM, PT","JL PEJANGGIK, LK BANJAR PANDE SELATAN RT. 03, CILINAYA, KEC. CAKRANEGARA 83231",0370-635010; 0370-645010,mataram@prodia.co.id,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RS GRAHA ULTIMA MEDIKA,"JL MAJAPAHIT NO 10 RT. 07, PAGESANGAN BARAT, KEC. MATARAM",0370-623999,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSIA PERMATA HATI MATARAM,"JL MAJAPAHIT NO 10 C , KEKALIK JAYA, KEC. SEKARBELA 83115",0370-631999; 0370-632999,rommy23vw@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD KOTA MATARAM,"JL BUNGKARNO GEBANG BARU RT. 05, PAGESANGAN TIMUR, KEC. MATARAM 83127",0370-640774; 0370-646928,rsudmataram@mataramkota.go.id,www.rsudmataram.com
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD PROVINSI NTB,"JL PRABURANGKASARI DASAN CERMEN UTARA RT. 06, DASAN CERMEN, KEC. SANDUBAYA",0370-750244; 0370-75029920,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BHAYANGKARA,"JL LANGKO NO 64 LK SELAPARANG RT. 01, BANJAR, KEC. AMPENAN 83114",0370-629185,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT BIOMEDIKA,"JL BUNG KARNO PESONGORAN RT. 06/RW. 01, PAGUTAN BARAT, KEC. MATARAM 83117",0370-645137; 0370-645138,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT HARAPAN KELUARGA,"JL PETERNAKAN , SELAGALAS, KEC. SANDUBAYA 83237",081803600631,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT ISLAM SITI HAJAR MATARAM,"JL CATUR WARGA, MATARAM TIMUR, KEC. MATARAM 83112",0570-623498,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT KATOLIK SANTO ANTONIUS,"JL KOPRASI NO 61 RT. 01, DAYAN PEKEN, KEC. AMPENAN 83111 rskantonius_lombok.org",0370-636767; 0370-617253,antoniusamp@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT MUTIARA SUKMA,"JL AHMAD YANI , SELAGALAS, KEC. SANDUBAYA 83237 rsjmutiarasukma.ntbprovinsi.go.id",0370-672140; 0370-671515,rsjmutiarasukma@gmail.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT RISA SENTRA MEDIKA,"JL PEJANGGIK 115 , CILINAYA, KEC. CAKRANEGARA 83231",0370-625560; 0370-625559,rsrisasentramedika@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RUMAH SAKIT WIRABHAKTI,"JL HOS COKROAMINOTO LK JAWA UTARA RT. 02, MATARAM BARAT, KEC. SELAPARANG 83126",0370-640149; 0370-640149,rs.wirabhakti@yahoo.com,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PKU MUHAMMADIYAH,"JL GAJAH MADA RT. 12/RW. 05, MONGGONAO, KEC. MPUNDA 84111",0374-42100,rspkubima@yahoo.co.id,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,PRODIA,"JL SOEKARNO HATTA RT. 06/RW. 02, PANE, KEC. RASANAE BARAT 84116",0374-646910,,
NUSA TENGGARA BARAT,AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,RSUD BIMA,"JL SOEKARNO HATTA RT. 12/RW. 04, RABANGODU SELATAN, KEC. RABA 84113",,,
